stateCode,facilityName,facilityId,unitId,associatedStacks,year,countOpTime,sumOpTime,grossLoad,steamLoad,so2Mass,so2Rate,co2Mass,co2Rate,noxMass,noxRate,heatInput,primaryFuelInfo,secondaryFuelInfo,unitType,so2ControlInfo,noxControlInfo,pmControlInfo,hgControlInfo,programCodeInfo
TX,R W Miller,3628,**4,,2021,236,191.43,11764.79,,0.267,0.0075,8170.147,0.0642,7.351,0.1295,131688.683,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection,,,"ARP, CSOSG2"
TX,R W Miller,3628,**5,,2021,477,383.54,23337.45,,1.379,0.0081,20531.241,0.0646,18.632,0.1381,312713.646,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection,,,"ARP, CSOSG2"
TX,Sam Rayburn Plant,3631,CT7,,2021,3065,2775.18,67417.21,,1.384,0.0027,49562.351,0.0618,11.413,0.0382,793266.97,Pipeline Natural Gas,Diesel Oil,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
TX,Sam Rayburn Plant,3631,CT8,,2021,2246,2065.53,44962.49,,0.677,0.002,33740.856,0.0615,7.35,0.0327,544425.224,Pipeline Natural Gas,Diesel Oil,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
TX,Sam Rayburn Plant,3631,CT9,,2021,3036,2751.62,69302.02,,1.802,0.0033,49162.441,0.0621,91.945,0.241,779708.07,Pipeline Natural Gas,Diesel Oil,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
VA,Clinch River,3775,1,CS012,2021,776,759.33,65403.44,,20.233,0.0516,46694.785,0.059,51.109,0.1147,785738.134,Natural Gas,,Dry bottom vertically-fired boiler,,"Low NOx Burner Technology (Dry Bottom only),Selective Non-catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Clinch River,3775,2,CS012,2021,870,855.92,78241.54,,23.234,0.0516,53622.077,0.059,59.036,0.1151,902302.345,Natural Gas,,Dry bottom vertically-fired boiler,,"Low NOx Burner Technology (Dry Bottom only),Selective Non-catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Tasley Energy Center,3785,TA10,,2021,22,22.0,291.0,,0.111,0.021,847.0,0.081,6.265,1.2,10441.2,Diesel Oil,,Combustion turbine,,,,,"CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Chesterfield Power Station,3797,5,,2021,2398,2383.96,555166.92,,186.128,0.0586,553146.077,0.103,174.396,0.0657,5391264.453,Coal,,Tangentially-fired,Wet Lime FGD,"Low NOx Burner Technology w/ Separated OFA,Selective Catalytic Reduction",Electrostatic Precipitator,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS, RGGI"
VA,Chesterfield Power Station,3797,6,,2021,1571,1562.99,606570.01,,325.887,0.0946,602155.776,0.103,160.376,0.0572,5868978.082,Coal,,Tangentially-fired,Wet Limestone,"Low NOx Burner Technology w/ Closed-coupled/Separated OFA,Selective Catalytic Reduction","Baghouse,Wet Scrubber",,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS, RGGI"
VA,Chesterfield Power Station,3797,7,,2021,5319,5308.74,967925.24,,2.182,0.001,431604.398,0.059,455.959,0.1256,7262550.998,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Steam Injection,,,"CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Chesterfield Power Station,3797,**8A,,2021,5626,5611.49,1076256.11,,2.451,0.0011,463279.978,0.059,525.95,0.1333,7794142.651,Pipeline Natural Gas,Diesel Oil,Combined cycle,,Steam Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Possum Point Power Station,3804,6A,,2021,5315,5298.54,813397.64,,2.666,0.0011,495180.02,0.059,42.193,0.0114,8329299.588,Pipeline Natural Gas,Diesel Oil,Combined cycle,,"Dry Low NOx Burners,Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Possum Point Power Station,3804,6B,,2021,5567,5552.2,840967.69,,2.775,0.0011,510083.801,0.0591,48.931,0.0136,8579416.606,Pipeline Natural Gas,Diesel Oil,Combined cycle,,"Dry Low NOx Burners,Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Yorktown Power Station,3809,3,,2021,513,502.22,54660.42,,116.023,0.6571,48438.667,0.07,38.053,0.0498,598522.219,Residual Oil,"Diesel Oil, Pipeline Natural Gas",Tangentially-fired,,Other,Other,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS, RGGI"
WV,John E Amos,3935,1,,2021,5602,5598.14,3797526.63,,1471.671,0.073,3713438.138,0.103,1314.536,0.0755,36193418.513,Coal,,Dry bottom wall-fired boiler,Wet Limestone,"Low NOx Burner Technology (Dry Bottom only),Selective Catalytic Reduction",Electrostatic Precipitator,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
WV,John E Amos,3935,2,,2021,4952,4941.68,3154767.18,,1651.009,0.1229,3070117.204,0.1029,1175.655,0.0851,29923159.315,Coal,,Dry bottom wall-fired boiler,Wet Limestone,"Low NOx Burner Technology (Dry Bottom only),Selective Catalytic Reduction",Electrostatic Precipitator,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
WV,John E Amos,3935,3,,2021,5613,5605.16,6053893.76,,3137.592,0.105,5810354.263,0.103,2788.462,0.1007,56631163.888,Coal,,Cell burner boiler,Wet Limestone,"Low NOx Cell Burner,Selective Catalytic Reduction",Electrostatic Precipitator,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
WV,Fort Martin Power Station,3943,1,,2021,6665,6645.05,2759073.77,,1159.181,0.0981,2512450.161,0.1027,3521.051,0.2746,24487816.855,Coal,,Tangentially-fired,Wet Lime FGD,Low NOx Burner Technology w/ Closed-coupled OFA,Electrostatic Precipitator,"Catalyst (gold, palladium, or other) used to oxidize mercury","ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
WV,Fort Martin Power Station,3943,2,,2021,6905,6881.96,2955134.54,,1420.729,0.1064,2777805.15,0.102,3830.156,0.2656,27074221.391,Coal,,Cell burner boiler,Wet Lime FGD,Low NOx Cell Burner,Electrostatic Precipitator,"Catalyst (gold, palladium, or other) used to oxidize mercury","ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
WV,Harrison Power Station,3944,1,,2021,5402,5377.95,3153021.15,,2782.853,0.237,2942607.784,0.1029,1151.604,0.0867,28680409.247,Coal,,Dry bottom wall-fired boiler,Wet Lime FGD,"Low NOx Burner Technology (Dry Bottom only),Selective Catalytic Reduction",Electrostatic Precipitator,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
WV,Harrison Power Station,3944,2,,2021,7382,7366.4,4551607.17,,3166.886,0.1694,4192742.468,0.103,1283.954,0.0651,40864965.273,Coal,,Dry bottom wall-fired boiler,Wet Lime FGD,"Low NOx Burner Technology (Dry Bottom only),Selective Catalytic Reduction",Electrostatic Precipitator,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
WV,Harrison Power Station,3944,3,,2021,7600,7585.17,4708491.14,,4061.023,0.1812,4874170.135,0.103,1476.243,0.0656,47506595.414,Coal,,Dry bottom wall-fired boiler,Wet Lime FGD,"Low NOx Burner Technology (Dry Bottom only),Selective Catalytic Reduction",Electrostatic Precipitator,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
WV,Mitchell (WV),3948,1,,2021,3533,3518.34,1936497.78,,744.35,0.0708,1957285.8,0.1029,764.35,0.0877,19076849.286,Coal,,Dry bottom wall-fired boiler,Wet Limestone,"Low NOx Burner Technology (Dry Bottom only),Selective Catalytic Reduction",Electrostatic Precipitator,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
WV,Mitchell (WV),3948,2,,2021,5398,5388.41,3221724.63,,1179.919,0.0727,3138534.383,0.103,1148.522,0.0803,30590000.364,Coal,,Dry bottom wall-fired boiler,Wet Limestone,"Low NOx Burner Technology (Dry Bottom only),Selective Catalytic Reduction",Electrostatic Precipitator,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
WV,Mount Storm Power Station,3954,1,CS0,2021,4486,4460.53,1789446.65,,1011.341,23.9236,1814524.8,0.1027,678.523,0.0769,17685439.546,Coal,,Tangentially-fired,Wet Limestone,"Low NOx Burner Technology w/ Closed-coupled OFA,Selective Catalytic Reduction","Electrostatic Precipitator,Wet Scrubber",,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
WV,Mount Storm Power Station,3954,2,CS0,2021,4620,4598.91,1952480.78,,1147.408,0.1775,1985969.897,0.1029,670.695,0.0721,19356453.435,Coal,,Tangentially-fired,Wet Limestone,"Low NOx Burner Technology w/ Closed-coupled OFA,Selective Catalytic Reduction","Electrostatic Precipitator,Wet Scrubber",,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
WV,Mount Storm Power Station,3954,3,,2021,4739,4724.55,2178304.99,,838.867,0.0823,2085436.555,0.1029,734.457,0.0735,20325880.123,Coal,,Tangentially-fired,Wet Limestone,"Low NOx Burner Technology w/ Closed-coupled OFA,Selective Catalytic Reduction","Wet Scrubber,Electrostatic Precipitator",,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
WI,Bay Front,3982,1,,2021,7608,7598.99,98688.45,,35.206,0.0481,152624.368,0.1038,151.578,0.206,1464278.596,Wood,"Coal, Pipeline Natural Gas",Stoker,,"Other,Overfire Air,Selective Non-catalytic Reduction",Baghouse,,"ARP, CSNOX, CSOSG2, CSSO2G1"
WI,Bay Front,3982,2,,2021,7587,7579.89,94775.95,,41.0,0.0514,166288.811,0.1038,167.759,0.2094,1595238.553,Wood,"Coal, Pipeline Natural Gas",Stoker,,"Other,Overfire Air,Selective Non-catalytic Reduction",Baghouse,Halogenated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2, CSSO2G1"
WI,Bay Front,3982,5,,2021,0,0.0,,,,,,,,,,Natural Gas,,Cyclone boiler,,,Other,,"ARP, CSNOX, CSOSG2, CSSO2G1"
WI,Fitchburg Generating Station,3991,1,,2021,25,19.34,411.72,,0.002,0.0008,,,2.477,0.6999,7076.5,Pipeline Natural Gas,,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G1"
WI,Fitchburg Generating Station,3991,2,,2021,24,18.48,384.22,,0.002,0.0008,,,2.366,0.6999,6761.9,Pipeline Natural Gas,,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G1"
WI,Blount Street,3992,8,,2021,0,0.0,,,,,,,,,,Natural Gas,,Dry bottom wall-fired boiler,,,,,"ARP, CSNOX, CSOSG2, CSSO2G1"
WI,Blount Street,3992,9,,2021,887,857.09,9389.81,,0.046,0.001,8380.457,0.0594,18.201,0.2371,141002.182,Natural Gas,,Dry bottom wall-fired boiler,,Other,,,"ARP, CSNOX, CSOSG2, CSSO2G1"
WI,French Island,4005,3,,2021,57,46.72,2185.12,,8.173,0.5001,,,19.613,1.2,32689.0,Diesel Oil,,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G1"
WI,French Island,4005,4,,2021,66,56.05,2964.45,,10.426,0.5001,,,25.02,1.2,41700.3,Diesel Oil,,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G1"
WI,Wheaton Generating Plant,4014,1,,2021,1043,909.06,30920.49,,4.985,0.031,,,74.301,0.3493,444127.7,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G1"
WI,Wheaton Generating Plant,4014,2,,2021,1205,1051.74,40557.06,,5.689,0.0286,,,105.317,0.3894,560403.1,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G1"
WI,Wheaton Generating Plant,4014,3,,2021,1002,876.04,30116.5,,4.385,0.0267,,,71.805,0.3415,434545.2,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G1"
WI,Wheaton Generating Plant,4014,4,,2021,1146,996.38,35227.37,,5.631,0.0287,,,81.779,0.3453,487026.8,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G1"
WI,Wheaton Generating Plant,4014,5,,2021,0,0.0,,,,,,,,,,Diesel Oil,,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G1"
WI,Wheaton Generating Plant,4014,6,,2021,38,27.03,680.78,,2.913,0.5002,,,6.989,1.2,11647.9,Diesel Oil,,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G1"
WI,Port Washington Generating Station,4040,11,,2021,7319,7220.77,1895892.52,,3.894,0.001,771423.107,0.059,68.781,0.0125,12980587.513,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
WI,Port Washington Generating Station,4040,12,,2021,7384,7312.25,1938992.43,,3.95,0.001,782379.971,0.059,58.044,0.0105,13165065.348,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
WI,Port Washington Generating Station,4040,21,,2021,6517,6432.55,1675459.92,,3.415,0.001,676404.211,0.059,59.478,0.0123,11381766.186,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
WI,Port Washington Generating Station,4040,22,,2021,6457,6371.54,1683962.24,,3.43,0.001,679403.37,0.059,57.601,0.0122,11432175.251,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
WI,South Oak Creek,4041,5,CS1,2021,1129,1114.03,188180.42,,0.897,0.0124,207486.098,0.1027,73.08,0.0737,1981140.909,Coal,Pipeline Natural Gas,Dry bottom wall-fired boiler,Wet Limestone,Selective Catalytic Reduction,"Electrostatic Precipitator,Wet Scrubber",,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
WI,South Oak Creek,4041,6,CS1,2021,5982,5969.06,1152022.86,,8.56,0.0084,1285166.659,0.1037,474.244,0.0771,12262836.181,Coal,Pipeline Natural Gas,Dry bottom wall-fired boiler,Wet Limestone,Selective Catalytic Reduction,"Electrostatic Precipitator,Wet Scrubber",,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
WI,South Oak Creek,4041,7,CS2,2021,7461,7455.1,1912523.93,,127.213,0.0129,1982990.412,0.105,603.05,0.0637,18907393.357,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,"Low NOx Burner Technology w/ Closed-coupled/Separated OFA,Selective Catalytic Reduction","Electrostatic Precipitator,Wet Scrubber",,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
WI,South Oak Creek,4041,8,CS2,2021,6971,6963.72,1693995.69,,119.756,0.0134,1763762.415,0.1048,537.84,0.0639,16819424.302,Coal,Pipeline Natural Gas,Tangentially-fired,Wet Limestone,"Low NOx Burner Technology w/ Closed-coupled/Separated OFA,Selective Catalytic Reduction","Electrostatic Precipitator,Wet Scrubber",,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
WI,Valley (WEPCO),4042,1,CS1,2021,4420,4404.64,,1228549.81,0.483,0.001,94898.093,0.059,51.674,0.0634,1600835.168,Pipeline Natural Gas,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),,,"ARP, CSNOX, CSOSG2, CSSO2G1"
WI,Valley (WEPCO),4042,2,CS1,2021,4402,4383.17,,1212143.59,0.477,0.001,93666.585,0.059,49.949,0.0623,1580078.39,Pipeline Natural Gas,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),,,"ARP, CSNOX, CSOSG2, CSSO2G1"
WI,Valley (WEPCO),4042,3,CS2,2021,6182,6126.98,,1715665.89,0.698,0.001,137764.688,0.059,76.683,0.0653,2323991.828,Pipeline Natural Gas,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),,,"ARP, CSNOX, CSOSG2, CSSO2G1"
WI,Valley (WEPCO),4042,4,CS2,2021,5329,5293.06,,1434689.18,0.571,0.001,112419.705,0.059,62.969,0.0659,1896449.098,Pipeline Natural Gas,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),,,"ARP, CSNOX, CSOSG2, CSSO2G1"
WI,Edgewater (4050),4050,5,,2021,8174,8168.31,2465156.41,,642.679,0.0506,2688016.054,0.105,656.921,0.0477,25629492.093,Coal,,Dry bottom wall-fired boiler,Dry Lime FGD,"Low NOx Burner Technology w/ Overfire Air,Selective Catalytic Reduction","Electrostatic Precipitator,Baghouse",Additives to Enhance PAC and Existing Equipment Performance,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
WI,Pulliam,4072,32,,2021,1499,1334.66,90881.14,,0.335,0.001,66292.143,0.0594,15.358,0.0317,1115466.666,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection (Retired Sep 30, 2021)",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
WI,West Marinette,4076,31A,,2021,559,472.2,4951.04,,0.026,0.001,5123.478,0.0594,13.443,0.2837,86213.18,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G1"
WI,West Marinette,4076,31B,,2021,559,472.31,4877.88,,0.025,0.001,5034.433,0.0594,12.522,0.272,84714.618,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G1"
WI,West Marinette,4076,32A,,2021,496,421.34,4911.89,,0.025,0.001,4934.913,0.0594,13.492,0.2936,83052.363,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G1"
WI,West Marinette,4076,32B,,2021,523,443.09,4968.71,,0.025,0.001,4945.602,0.0594,13.952,0.3032,83227.548,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G1"
WI,West Marinette,4076,**33,,2021,898,789.59,46939.23,,0.176,0.001,34946.302,0.0591,36.7,0.1234,588024.33,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2, CSSO2G1"
WI,West Marinette,4076,**34,,2021,1055,922.1,56872.92,,0.228,0.0009,44739.1,0.059,26.96,0.1728,758306.8,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Dry Low NOx Burners,Water Injection",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
WI,Weston,4078,2,,2021,30,25.07,0.0,,0.001,0.0006,125.897,0.059,0.053,0.0414,2126.426,Pipeline Natural Gas,,Dry bottom wall-fired boiler,,Overfire Air,Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2, CSSO2G1"
WI,Weston,4078,3,,2021,5151,5139.4,1404215.66,,111.143,0.0225,1316571.629,0.1029,368.656,0.0571,12595240.923,Coal,Natural Gas,Tangentially-fired,Other,"Low NOx Burner Technology w/ Separated OFA,Low NOx Burner Technology w/ Closed-coupled OFA",Baghouse,Regenerative Activated Coke Technology,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
WI,Weston,4078,32A,,2021,440,360.02,6317.81,,0.029,0.001,5706.767,0.0593,18.721,0.3816,96022.962,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G1"
WI,Weston,4078,32B,,2021,438,361.1,6351.8,,0.029,0.001,5720.691,0.0593,18.535,0.3736,96260.392,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,,,,"CSNOX, CSOSG2, CSSO2G1"
WI,Weston,4078,4,,2021,8249,8237.79,3847282.0,,602.512,0.0433,3274219.714,0.1041,846.236,0.0544,31237938.19,Coal,Natural Gas,Dry bottom wall-fired boiler,Dry Lime FGD,Selective Catalytic Reduction,Baghouse,"Additives to Enhance PAC and Existing Equipment Performance,Untreated PAC Sorbent Injection","ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
WI,Manitowoc,4125,8,,2021,2848,2805.77,,333673.32,37.365,0.2044,37505.777,0.101,15.538,0.0881,368952.802,Petroleum Coke,"Coal, Other Solid Fuel",Circulating fluidized bed boiler,Fluidized Bed Limestone Injection,,Baghouse,,"ARP, CSNOX, CSOSG2, CSSO2G1"
WI,Manitowoc,4125,9,,2021,6444,6435.01,,1879139.09,322.956,0.2329,286878.31,0.1037,125.698,0.0889,2763407.141,Petroleum Coke,Coal,Circulating fluidized bed boiler,Fluidized Bed Limestone Injection,Selective Non-catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
TX,Power Lane Steam Plant,4195,2,,2021,873,738.5,5611.75,,0.022,0.0009,4298.375,0.0602,7.932,0.2127,72187.95,Pipeline Natural Gas,Diesel Oil,Dry bottom wall-fired boiler,,,,,"ARP, CSOSG2"
TX,Power Lane Steam Plant,4195,3,,2021,1289,1088.25,11172.0,,2.043,0.0048,16122.35,0.0617,19.939,0.1141,231865.875,Pipeline Natural Gas,Diesel Oil,Dry bottom wall-fired boiler,,,,,"ARP, CSOSG2"
TX,Spencer,4266,4,,2021,1023,932.0,9169.0,,0.038,0.001,7440.125,0.0594,3.096,0.0303,125209.725,Pipeline Natural Gas,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),,,"ARP, CSOSG2"
TX,Spencer,4266,5,,2021,0,0.0,,,,,,,,,,Pipeline Natural Gas,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),,,"ARP, CSOSG2"
WI,J P Madgett,4271,B1,,2021,7467,7458.81,1879222.55,,849.047,0.0823,2145226.629,0.105,762.657,0.0742,20454087.517,Coal,,Dry bottom turbo-fired boiler,Dry Sorbent Injection,"Low NOx Burner Technology (Dry Bottom only),Selective Catalytic Reduction","Baghouse,Electrostatic Precipitator",Halogenated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
TX,T C Ferguson Power Plant,4937,CT-1,,2021,7384,7271.41,1082046.61,,3.406,0.001,674617.579,0.059,35.376,0.0082,11351796.674,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Ammonia Injection,Selective Catalytic Reduction",,,"ARP, CSOSG2"
TX,T C Ferguson Power Plant,4937,CT-2,,2021,7390,7285.68,1081440.42,,3.39,0.001,671572.871,0.059,31.707,0.0071,11300465.329,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Ammonia Injection,Selective Catalytic Reduction",,,"ARP, CSOSG2"
TX,Barney M. Davis,4939,1,,2021,1810,1788.3,158901.42,,0.572,0.001,113382.467,0.059,146.598,0.1238,1907867.25,Pipeline Natural Gas,,Tangentially-fired,,,,,"ARP, CSOSG2"
TX,Barney M. Davis,4939,3,,2021,2512,2429.45,494939.91,,1.145,0.001,226809.486,0.059,42.537,0.0399,3816530.124,Pipeline Natural Gas,,Combined cycle,,Selective Catalytic Reduction,,,"ARP, CSOSG2"
TX,Barney M. Davis,4939,4,,2021,2516,2430.27,495445.11,,1.14,0.001,225816.609,0.059,33.485,0.0285,3799779.057,Pipeline Natural Gas,,Combined cycle,,Selective Catalytic Reduction,,,"ARP, CSOSG2"
OK,Riverside (4940),4940,1501,,2021,383,373.81,53047.01,,0.195,0.001,38582.311,0.0591,78.438,0.2212,649237.591,Pipeline Natural Gas,Diesel Oil,Dry bottom wall-fired boiler,,,,,"ARP, CSOSG2"
OK,Riverside (4940),4940,1502,,2021,1279,1266.24,173217.99,,0.667,0.001,132116.675,0.059,304.173,0.2477,2223099.016,Pipeline Natural Gas,Diesel Oil,Dry bottom wall-fired boiler,,,,,"ARP, CSOSG2"
OK,Riverside (4940),4940,1503,,2021,576,513.66,36065.9,,0.141,0.0009,27256.4,0.0591,38.489,0.2516,462030.6,Pipeline Natural Gas,,Combustion turbine,,Combustion Modification/Fuel Reburning,,,"ARP, CSOSG2"
OK,Riverside (4940),4940,1504,,2021,502,447.76,31292.73,,0.123,0.0009,23660.1,0.0593,28.98,0.2405,400966.7,Pipeline Natural Gas,,Combustion turbine,,Combustion Modification/Fuel Reburning,,,"ARP, CSOSG2"
NJ,Cumberland Energy Center,5083,004001,,2021,223,171.25,11583.52,,0.05,0.001,10030.76,0.0594,6.658,0.0811,168123.739,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection,,,"CSNOX, CSOSG3, CSSO2G1, RGGI"
NJ,Cumberland Energy Center,5083,05001,,2021,713,575.58,51302.52,,0.14,0.001,27666.246,0.0591,2.264,0.0151,465528.755,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
AL,James H Miller Jr,6002,1,,2021,7558,7553.5,4952114.5,,360.39,0.0143,5026413.625,0.105,1659.462,0.0694,47925381.525,Coal,"Diesel Oil, Pipeline Natural Gas",Dry bottom wall-fired boiler,Wet Limestone,"Selective Catalytic Reduction,Low NOx Burner Technology (Dry Bottom only)",Electrostatic Precipitator,"Catalyst (gold, palladium, or other) used to oxidize mercury","ARP, CSNOX, CSOSG2, CSSO2G2, MATS"
AL,James H Miller Jr,6002,2,,2021,7771,7764.0,5195931.25,,300.446,0.0142,5544280.15,0.105,1808.109,0.0689,52863107.725,Coal,"Diesel Oil, Pipeline Natural Gas",Dry bottom wall-fired boiler,Wet Limestone,"Selective Catalytic Reduction,Low NOx Burner Technology (Dry Bottom only)",Electrostatic Precipitator,"Catalyst (gold, palladium, or other) used to oxidize mercury","ARP, CSNOX, CSOSG2, CSSO2G2, MATS"
AL,James H Miller Jr,6002,3,,2021,8585,8576.25,5818855.5,,249.105,0.0107,6050750.4,0.105,2068.4,0.0719,57692141.1,Coal,"Diesel Oil, Pipeline Natural Gas",Dry bottom wall-fired boiler,Wet Limestone,"Selective Catalytic Reduction,Low NOx Burner Technology (Dry Bottom only)",Electrostatic Precipitator,"Catalyst (gold, palladium, or other) used to oxidize mercury","ARP, CSNOX, CSOSG2, CSSO2G2, MATS"
AL,James H Miller Jr,6002,4,,2021,8590,8587.75,5883143.5,,349.182,0.0132,6343870.975,0.105,1836.363,0.061,60486986.2,Coal,"Diesel Oil, Pipeline Natural Gas",Dry bottom wall-fired boiler,Wet Limestone,"Selective Catalytic Reduction,Low NOx Burner Technology (Dry Bottom only)",Electrostatic Precipitator,"Catalyst (gold, palladium, or other) used to oxidize mercury","ARP, CSNOX, CSOSG2, CSSO2G2, MATS"
WV,Pleasants Power Station,6004,1,,2021,6485,6467.56,3916884.77,,6820.34,0.3913,3758863.255,0.1028,2956.066,0.1637,36636127.747,Coal,,Dry bottom wall-fired boiler,Wet Lime FGD,"Low NOx Burner Technology (Dry Bottom only),Selective Catalytic Reduction",Electrostatic Precipitator,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
